Time        Displacement        Load
sec        mm        kN
83.62304688        0.66922477        14.44924707
83.72265625        0.66941051        14.48035938
83.82226563        0.67130127        14.4859375
83.921875        0.672027527        14.49767383
84.02148438        0.671351969        14.50086523
84.12109375        0.671871705        14.51291602
84.22070313        0.675056246        14.53607813
84.3203125        0.675101357        14.54809668
84.41992188        0.676428434        14.5654707
84.51953125        0.677486474        14.56747461
84.61914063        0.678605225        14.58922754
84.71875        0.680600002        14.61479688
84.81835938        0.683102349        14.61866504
84.91796875        0.681391801        14.64650781
85.01757813        0.683220685        14.63815039
85.1171875        0.68408082        14.66237891
85.21679688        0.68358751        14.66246484
85.31640625        0.685213017        14.67756348
85.41601563        0.685878797        14.71789941
85.515625        0.688491273        14.69972852
85.61523438        0.68753399        14.73932227
85.71484375        0.690179237        14.74280664
85.81445313        0.689582899        14.75315234
85.9140625        0.690888846        14.77164355
86.01367188        0.692460861        14.76652148
86.11328125        0.693615293        14.78855176
86.21289063        0.694598653        14.80073633
86.3125        0.694107555        14.8130166
86.41210938        0.695237541        14.83705371
86.51171875        0.695997674        14.8427002
86.61132813        0.696882547        14.85954785
86.7109375        0.700255507        14.86943652
86.81054688        0.700643286        14.8785498
86.91015625        0.70046616        14.9007832
87.00976563        0.701655692        14.90539941
87.109375        0.701767101        14.91968359
87.20898438        0.703754369        14.92655371
87.30859375        0.705059967        14.94862598
87.40820313        0.706024584        14.96255371
87.5078125        0.706376974        14.95862207
87.60742188        0.707047817        14.98731445
87.70703125        0.708329608        14.99114551
87.80664063        0.708826876        15.02353906
87.90625        0.708481588        15.02443848
88.00585938        0.711894711        15.01700488
88.10546875        0.712224049        15.04264941
88.20507813        0.712518231        15.05416113
88.3046875        0.714380818        15.0765498
88.40429688        0.71474124        15.08436816
88.50390625        0.716760347        15.09013184
88.60351563        0.717738119        15.1231582
88.703125        0.717281015        15.12028516
88.80273438        0.720874814        15.14205957
88.90234375        0.717899704        15.13880762
89.00195313        0.721290824        15.14912891
89.1015625        0.721908524        15.17313867
89.20117188        0.722504861        15.16556055
89.30078125        0.723393459        15.19311523
89.40039063        0.724910235        15.20006445
89.5        0.725233404        15.21384473
89.59960938        0.727245584        15.23965527
89.69921875        0.727176142        15.23543945
89.79882813        0.728516316        15.26609961
89.8984375        0.729179475        15.25064844
89.99804688        0.729866093        15.27439551
90.09765625        0.731066626        15.28576953
90.19726563        0.732254295        15.28705078
90.296875        0.733157445        15.31372363
90.39648438        0.734564906        15.30816797
90.49609375        0.733505003        15.33939063
90.59570313        0.735370559        15.34579395
90.6953125        0.737166905        15.35410352
90.79492188        0.737655966        15.3759375
90.89453125        0.738923321        15.36295996
90.99414063        0.738995965        15.38980664
91.09375        0.740520249        15.40196582
91.19335938        0.740390853        15.39805176
91.29296875        0.743211946        15.42392969
91.39257813        0.743480225        15.42897363
91.4921875        0.744116958        15.45970996
